4K频道,#genre#
CCTV7,http://121.31.30.91:8081/ysten-business/live/cctv-7/1.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225624/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225644/index.m3u8#http://58.251.112.67/tlivecloud-cdn.ysp.cctv.cn/llhmg/2000510002.m3u8#http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226234/1.m3u8#http://cctvalih5ca.v.myalicdn.com/live/cctv7_2/index.m3u8#http://125.210.152.18:9090/live/CCTV7HD_H265.m3u8#http://61.160.152.55/live.aishang.ctlcdn.com/00000110240009_1/encoder/0/playlist.m3u8?CONTENTID=00000110240009_1#http://106.54.30.243/gz009/gz.php?id=cctv7hd#http://mszb198610.5ay.xyz/mszbgzgdtvcm98567.php?id=cctv7hd#http://112.50.243.8/PLTV/88888888/224/3221225805/1.m3u8 #http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226234/1.m3u8#http://1965.qwl1965.top/weili/gzyx.php?id=cctv7hd#http://live.hcs.cmvideo.cn:8088/migu/kailu/20200324/cctv7hd/50/index.m3u8?ProgramID=&encrypt=
CCTV8,http://121.31.30.91:8081/ysten-business/live/cctv-8/1.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225635/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225631/index.m3u8#http://58.251.112.67/tlivecloud-cdn.ysp.cctv.cn/llhmg/2000203902.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225608/index.m3u8#http://cctvalih5ca.v.myalicdn.com/live/cctv8_2/index.m3u8#http://125.210.152.18:9090/live/CCTV8HD_H265.m3u8#http://61.160.152.55/live.aishang.ctlcdn.com/00000110240262_1/encoder/0/playlist.m3u8?CONTENTID=00000110240262_1#http://106.54.30.243/gz009/gz.php?id=cctv8hd#http://mszb198610.5ay.xyz/mszbgzgdtvcm98567.php?id=cctv8hd#http://112.50.243.8/PLTV/88888888/224/3221225806/1.m3u8 #http://117.169.124.36:6610/ysten-businessmobile/live/cctv-8/1.m3u8#http://1965.qwl1965.top/weili/gzyx.php?id=cctv8hd#http://live.hcs.cmvideo.cn:8088/wd_r2/2018/ocn/cctv8hd/2000/index.m3u8?ProgramID=&encrypt=
CCTV9,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226236/1.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225626/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225646/index.m3u8#http://58.251.112.67/tlivecloud-cdn.ysp.cctv.cn/llhmg/2000499402.m3u8#http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226236/1.m3u8 #http://cctvalih5ca.v.myalicdn.com/live/cctvjilu_2/index.m3u8#http://125.210.152.18:9090/live/CCTVJLHD_H265.m3u8#http://61.160.152.55/live.aishang.ctlcdn.com/00000110240014_1/encoder/0/playlist.m3u8?CONTENTID=00000110240014_1#http://106.54.30.243/gz009/gz.php?id=cctv9hd#http://mszb198610.5ay.xyz/mszbgzgdtvcm98567.php?id=cctv9hd#http://112.50.243.8/PLTV/88888888/224/3221225820/1.m3u8 #http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226236/1.m3u8#http://1965.qwl1965.top/weili/gzyx.php?id=cctv9hd#http://live.hcs.cmvideo.cn:8088/migu/kailu/20200324/cctv9hd/50/index.m3u8?ProgramID=&encrypt=
CCTV10,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226227/1.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225627/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225636/index.m3u8#http://58.251.112.67/tlivecloud-cdn.ysp.cctv.cn/llhmg/2000203502.m3u8#http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226227/1.m3u8#http://cctvalih5ca.v.myalicdn.com/live/cctv10_2/index.m3u8#http://125.210.152.18:9090/live/CCTV10HD_H265.m3u8#http://61.160.152.55/live.aishang.ctlcdn.com/00000110240015_1/encoder/0/playlist.m3u8?CONTENTID=00000110240015_1#http://106.54.30.243/gz009/gz.php?id=cctv10hd#http://mszb198610.5ay.xyz/mszbgzgdtvcm98567.php?id=cctv10hd#http://112.50.243.8/PLTV/88888888/224/3221225814/1.m3u8 #http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226227/1.m3u8#http://1965.qwl1965.top/weili/gzyx.php?id=cctv10hd#http://live.hcs.cmvideo.cn:8088/wd_r2/2018/ocn/cctv10hd/2000/index.m3u8?ProgramID=&encrypt=
CCTV11,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226315/1.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225628/index.m3u8#http://58.251.112.67/tlivecloud-cdn.ysp.cctv.cn/llhmg/2000204102.m3u8#http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221225869/1.m3u8#http://cctvalih5ca.v.myalicdn.com/live/cctv11_2/index.m3u8#http://121.31.30.91:8081/ysten-business/live/cctv-11/1.m3u8#http://61.160.152.55/live.aishang.ctlcdn.com/00000110240016_1/encoder/0/playlist.m3u8?CONTENTID=00000110240016_1#http://106.54.30.243/gz009/gz.php?id=cctv11#http://mszb198610.5ay.xyz/mszbgzgdtvcm98567.php?id=cctv11#http://112.50.243.8/PLTV/88888888/224/3221225815/1.m3u8 #http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226315/1.m3u8#http://1965.qwl1965.top/weili/gzyx.php?id=cctv11#http://live.hcs.cmvideo.cn:8088/migu/kailu/cctv11hd/50/20200103/index.m3u8?ProgramID=&encrypt=
CCTV12,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226228/1.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225629/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225637/index.m3u8#http://58.251.112.67/tlivecloud-cdn.ysp.cctv.cn/llhmg/2000202602.m3u8#http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221225870/1.m3u8#http://cctvalih5ca.v.myalicdn.com/live/cctv12_2/index.m3u8#http://125.210.152.18:9090/live/CCTV12HD_H265.m3u8#http://61.160.152.55/live.aishang.ctlcdn.com/00000110240017_1/encoder/0/playlist.m3u8?CONTENTID=00000110240017_1#http://106.54.30.243/gz009/gz.php?id=cctv12hd#http://mszb198610.5ay.xyz/mszbgzgdtvcm98567.php?id=cctv12hd#http://112.50.243.8/PLTV/88888888/224/3221225816/1.m3u8 #http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226228/1.m3u8#http://1965.qwl1965.top/weili/gzyx.php?id=cctv12hd#http://live.hcs.cmvideo.cn:8088/migu/kailu/20200324/cctv12hd/50/index.m3u8?ProgramID=&encrypt=
CCTV-13,http://58.251.112.67/tlivecloud-cdn.ysp.cctv.cn/cctv/2000204603.m3u8
CCTV13,http://101.71.255.229:6610/zjhs/2/10077/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8#http://58.251.112.67/tlivecloud-cdn.ysp.cctv.cn/llhmg/2000204602.m3u8#http://bklive-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000204603.m3u8#http://cctvalih5ca.v.myalicdn.com/live/cctv13_2/index.m3u8#http://125.210.152.18:9090/live/CCTV13_750.m3u8#http://61.160.152.55/live.aishang.ctlcdn.com/00000110240126_1/encoder/0/playlist.m3u8?CONTENTID=00000110240126_1#http://106.54.30.243/gz009/gz.php?id=cctv13#http://mszb198610.5ay.xyz/mszbgzgdtvcm98567.php?id=cctv13#http://112.50.243.8/PLTV/88888888/224/3221225817/1.m3u8 #http://111.40.205.87/PLTV/88888888/224/3221225599/index.m3u8#http://1965.qwl1965.top/weili/gzyx.php?id=cctv13#http://119.167.231.122/tlivecloud-cdn.ysp.cctv.cn/001/2000204603.m3u8#http://live.hcs.cmvideo.cn:8088/envivo_x/2018//cctv13/2000/index.m3u8?ProgramID=&encrypt=
CCTV14,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226229/1.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225639/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225640/index.m3u8#http://58.251.112.67/tlivecloud-cdn.ysp.cctv.cn/llhmg/2000204402.m3u8#http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221225872/1.m3u8#http://cctvalih5ca.v.myalicdn.com/live/cctvchild_2/index.m3u8#http://125.210.152.18:9090/live/CCTV14HD_H265.m3u8#http://61.160.152.55/live.aishang.ctlcdn.com/00000110240085_1/encoder/0/playlist.m3u8?CONTENTID=00000110240085_1#http://106.54.30.243/gz009/gz.php?id=cctv14hd#http://mszb198610.5ay.xyz/mszbgzgdtvcm98567.php?id=cctv14hd#http://112.50.243.8/PLTV/88888888/224/3221225819/1.m3u8 #http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226229/1.m3u8#http://1965.qwl1965.top/weili/gzyx.php?id=cctv14hd#http://live.hcs.cmvideo.cn:8088/wd_r2/2018/ocn/cctv14hd/2000/index.m3u8?ProgramID=&encrypt=
CCTV15,http://111.13.111.167/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226333/1.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8#http://58.251.112.67/tlivecloud-cdn.ysp.cctv.cn/llhmg/2000205002.m3u8#http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226333/1.m3u8#http://cctvalih5ca.v.myalicdn.com/live/cctv15_2/index.m3u8#http://121.31.30.91:8081/ysten-business/live/cctv-15/1.m3u8#http://61.160.152.55/live.aishang.ctlcdn.com/00000110240086_1/encoder/0/playlist.m3u8?CONTENTID=00000110240086_1#http://106.54.30.243/gz009/gz.php?id=cctv15#http://mszb198610.5ay.xyz/mszbgzgdtvcm98567.php?id=cctv15#http://101.75.248.85/cache.ott.bestlive.itv.cmvideo.cn:80/000000001000/6270544915670196140/index.m3u8?channel-id=bestzb&Contentid=6270544915670196140&livemode=1&stbId=004003FF0036474561008422F152769C&userToken=22da83031e59d012e61af366ad30871e02vv&usergroup=g02020000000&version=1.0&owaccmark=6270544915670196140&owchid=bestzb&owsid=4493204831455273333&AuthInfo=LQB+fwIr+EWTXBOVziZMyaCKVOKJp2oyAh4+hvskG0iYc9rzd1hJQAd9gC8SM2hRX/Bs0qW1K5txGNtu2ITMilTTez5Vuo7khu+9xaGYz6taHKyz4eVhXqrHXUS79zOX#http://111.13.111.167/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226333/1.m3u8#http://1965.qwl1965.top/weili/gzyx.php?id=cctv15#http://live.hcs.cmvideo.cn:8088/migu/kailu/20200324/cctv15hd/50/index.m3u8?&ProgramID=&encrypt=
CCTV17,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226318/1.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8#http://58.251.112.67/tlivecloud-cdn.ysp.cctv.cn/llhmg/2000204202.m3u8#http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226318/1.m3u8#http://61.160.152.55/live.aishang.ctlcdn.com/00000110240327_1/encoder/0/playlist.m3u8?CONTENTID=00000110240327_1#http://106.54.30.243/gz009/gz.php?id=cctv17#http://112.50.243.8/PLTV/88888888/224/3221226986/1.m3u8#http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226318/1.m3u8#http://1965.qwl1965.top/weili/gzyx.php?id=cctv17#http://live.hcs.cmvideo.cn:8088/migu/kailu/20200324/cctv17hd/50/index.m3u8?ProgramID=&encrypt=
CCTV4K,http://39.134.115.163:8080/PLTV/88888910/224/3221225786/index.m3u8#http://111.161.121.212/livews-4k.5club.CCTV.cn/live/4K.stream/playlist.m3u8#http://106.54.30.243/gz009/gz.php?id=cctv4k
CGTN,http://61.160.152.55/live.aishang.ctlcdn.com/00000110240021_1/encoder/0/playlist.m3u8?CONTENTID=00000110240021_1
卫视频道,#genre#
4K资源,http://www.aihaotv.cn/mtv/112.mp4
东南卫视,http://39.130.206.213:6410/gitv_live/G_DONGNAN-HD/G_DONGNAN-HD.m3u8 #http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8#http://101.71.255.229:6610/zjhs/2/10093/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://112.50.243.4/PLTV/88888888/224/3221226877/1.m3u8
东方卫视,http://39.130.206.213:6410/gitv_live/DFWS-HD/DFWS-HD.m3u8 #http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225659/index.m3u8#http://101.71.255.229:6610/zjhs/2/10009/index.m3u8?virtualDomain=zjhs.live_hls.zte.com&tid=HAOVE52HEB0VAF2FN240FDFJNQMS&ts=1550812236#http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000030202&livemode=1&stbId=4#http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000005866&livemode=1&stbId=4#http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=4699937686040264690&livemode=1&stbId=4
北京卫视,http://39.130.206.213:6410/gitv_live/BTV-1/BTV-1.m3u8 #http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225674/index.m3u8#http://101.71.255.229:6610/zjhs/2/10005/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226224/1.m3u8#http://101.71.255.229:6610/zjhs/2/10005/index.m3u8?virtualDomain=zjhs.live_hls.zte.com&tid=LM6GJJ91Z1B8HDZNMEYNK8LB4965&ts=1550812227#http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000017156&livemode=1&stbId=4#http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000021288&livemode=1&stbId=4#http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=8258663409451267714&livemode=1&stbId=4
四川卫视,http://39.130.206.213:6410/gitv_live/G_SICHUAN-HD/G_SICHUAN-HD.m3u8 #http://39.134.115.163:8080/PLTV/88888910/224/3221225733/index.m3u8#http://101.71.255.229:6610/zjhs/2/10099/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227006/1.m3u8#http://101.71.255.229:6610/zjhs/2/10046/index.m3u8?virtualDomain=zjhs.live_hls.zte.com&tid=0478RTFXC1JIOH7AJFPJ68KR39T3&ts=1550812320
天津卫视,http://39.130.206.213:6410/gitv_live/G_TIANJIN-HD/G_TIANJIN-HD.m3u8 #http://39.134.115.163:8080/PLTV/88888910/224/3221225739/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8#http://101.71.255.229:6610/zjhs/2/10048/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226246/1.m3u8#http://101.71.255.229:6610/zjhs/2/10048/index.m3u8?virtualDomain=zjhs.live_hls.zte.com&tid=XD1QMV2H08Q1W1IKWSR55GKXIPSM&ts=1550812337#http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000000831&livemode=1&stbId=4#http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000003475&livemode=1&stbId=4#http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=8798367982904688776&livemode=1&stbId=4
安徽卫视,http://39.130.206.213:6410/gitv_live/G_ANHUI-HD/G_ANHUI-HD.m3u8 #http://39.134.115.163:8080/PLTV/88888910/224/3221225737/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225691/index.m3u8#http://101.71.255.229:6610/zjhs/2/10003/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://112.50.243.8/PLTV/88888888/224/3221225945/1.m3u8#http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226223/1.m3u8#http://101.71.255.229:6610/zjhs/2/10003/index.m3u8?virtualDomain=zjhs.live_hls.zte.com&tid=AZ6PMX6PQ9VCTUDOY6A61RCNM20F&ts=1550812370#http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000020780&livemode=1&stbId=4#http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000030159&livemode=1&stbId=4#http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=8519359625922101359&livemode=1&stbId=4#http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=4774346722046993363&livemode=1&stbId=4
山东卫视,http://39.130.206.213:6410/gitv_live/G_SHANDONG-HD/G_SHANDONG-HD.m3u8 #http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8#http://101.71.255.229:6610/zjhs/2/10040/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226308/1.m3u8#http://101.71.255.229:6610/zjhs/2/10040/index.m3u8?virtualDomain=zjhs.live_hls.zte.com&tid=BE923CW439LP89ZRIGB1C1QGS0NA&ts=1550812305#http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000012807&livemode=1&stbId=4#http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=5997090813985405750&livemode=1&stbId=4
江苏卫视,http://39.130.206.213:6410/gitv_live/G_JIANGSU-HD/G_JIANGSU-HD.m3u8 #http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225702/index.m3u8#http://101.71.255.229:6610/zjhs/2/10028/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226242/1.m3u8#http://101.71.255.229:6610/zjhs/2/10028/index.m3u8?virtualDomain=zjhs.live_hls.zte.com&tid=QIB11UUULOI9YB2MO36UPDL85WOY&ts=1550812258#http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000004684&livemode=1&stbId=4#http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001828&livemode=1&stbId=4#http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=4690153511271751319&livemode=1&stbId=4
江西卫视,http://39.130.206.213:6410/gitv_live/G_JIANGXI-HD/G_JIANGXI-HD.m3u8 #http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8#http://101.71.255.229:6610/zjhs/2/10097/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://112.50.243.8/PLTV/88888888/224/3221225868/1.m3u8#http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226243/1.m3u8#http://101.71.255.229:6610/zjhs/2/10029/index.m3u8?virtualDomain=zjhs.live_hls.zte.com&tid=VHVXWN6HTUI91FUJ3SYR38NJP2KE&ts=1550812355#http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000013731&livemode=1&stbId=4#http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=5616078396620462481&livemode=1&stbId=4
