
央视,#genre#
CCTV9,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000001000014583/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000001000014583&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000001000014583&owchid=ystenlive&owsid=3273601598893827150&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhYuHVHyJ3ElQatC05vg0KGCI%2BwvtNedVrBydVNN4XV8dH8NojFPsAb30pefTsg2XSf
CCTV10,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000001000023734/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000001000023734&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000001000023734&owchid=ystenlive&owsid=8238201598893879305&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhYVQI8GKaeg3oMA3bLYsnTLCpUz8wfY8iqHsUZ1xi%2B%2Bep%2Fc9YFAzkKAbaIrS4pLj89
CCTV11,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000002000019789/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000002000019789&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000002000019789&owchid=ystenlive&owsid=2335631598893920210&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhY8EZmdGfo%2B1jRlhTBJXikSlr704KIsi%2FMM5XiAZDhkmSh9hGHwpIP3n%2F44wJ2nvZj
CCTV12,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000001000032494/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000001000032494&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000001000032494&owchid=ystenlive&owsid=6772831598893971909&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhYvwjgL4oIOJ5oPdAim58W6DO012JkPuKD76Q1sKHtcihOax5HPsuRyB%2BjTYHC02sT
CCTV13,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000002000021303/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000002000021303&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000002000021303&owchid=ystenlive&owsid=2176301598894015407&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhYMhh9Ki%2FKi%2FEvYOkQhpanUf7iFEscekgKxr%2F3kNlJnw%2BlGCdqNDKht2qhTDABZ4dW
CCTV14,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000001000021349/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000001000021349&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000001000021349&owchid=ystenlive&owsid=9695281598894063759&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhY7dfzk4ycBlyExh1fND7Q5WjOii5sEVUoDk6X1ShP7aT1nyg388%2F17I2mkZeQoEMn
CCTV15,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000002000008163/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000002000008163&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000002000008163&owchid=ystenlive&owsid=9245961598894111453&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhYyWl75POcVWV26eg8h1ULDfp2WGltqljPl5EfbrCsEcGa0hkOGif5Ra51OkzflTs7
CCTV17,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000005000056836/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000005000056836&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000005000056836&owchid=ystenlive&owsid=2162231598894157681&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhYUDbQWbOHbx%2FKl9CwSfWQXlCakYJnRQ95dUWft8H4TK7wYFGBvarWWBkHza%2BIe4eI
卫视,#genre#
浙江卫视,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000001000009806/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000001000009806&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000001000009806&owchid=ystenlive&owsid=8576671598887739488&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhYNPo0XtdIT%2B9yZWkPQLwzY3LER5SSCj0NX5uvRkJ10%2BGdrp7URacvGCF2NWAmgWlh
深圳卫视,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000001000009227/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000001000009227&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000001000009227&owchid=ystenlive&owsid=2240551598887811662&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhYP1QdwylRQsfwJoTjjhk071DkOAv3tydhUXl8sRfXfd9rcmZ%2Fch6RTIBZpNOMT8mW
湖南卫视,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000001000009115/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000001000009115&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000001000009115&owchid=ystenlive&owsid=4045371598887939289&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhY%2F4E5iB44JhT5KbyE4msDo%2FS7xzWtpI3zw1nKbwAwYnwP0gwSmHKtE%2BUTQ%2BP%2F6zRG
江西卫视,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000001000013731/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000001000013731&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000001000013731&owchid=ystenlive&owsid=5046201598888030473&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhYcg7HGjOo4NKxOt8W9b6OHaxunfwEZaJCaNAS%2BXMvwXx0mTqusDkuO9ekYfesbvrb
天津卫视,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000001000000831/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000001000000831&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000001000000831&owchid=ystenlive&owsid=9819791598888075890&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhYFPOl6wLWNcU3S0NTOa4fH6mE3vbivWUhgx80c2%2BYP05PZFZMxcRoH%2BdvukT8YbBS
东方卫视,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000001000030202/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000001000030202&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000001000030202&owchid=ystenlive&owsid=7262371598888142714&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhYaQScXXJkl16tJ98sHiR3Q3aJxBUI9DPKHxjvw4MCaJF8MTlcEYF71mkuLraQijjg
山东卫视,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000001000012807/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000001000012807&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000001000012807&owchid=ystenlive&owsid=6334581598888214228&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhYBx2ef1XgoDYaEwNtj62jFW9EYnBR353jTfiSC2cVpLNeL2gMKQA9NvHx8k7hUCAf
重庆卫视,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000002000018937/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000002000018937&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000002000018937&owchid=ystenlive&owsid=1971231598888278427&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhYrjjf9kui8TCNk8W%2BAplSivYbbOSIGEW2aQRaJpBVKJfOK%2FdkGp0uB39UJSR0bqBN
安徽卫视,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000001000020780/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000001000020780&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000001000020780&owchid=ystenlive&owsid=9361131598888330297&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhYvhdJOhUMJAEGBidlmVKr9pkB%2Bkn%2BLJPK9TJn0jKbC2IuTekyEFxlEu0fAxEpU53r
辽宁卫视,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000002000024033/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000002000024033&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000002000024033&owchid=ystenlive&owsid=5162541598888391987&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhYElfgXEcuvvLFpxk1zW%2FSmenDkz7v5yKznpS5FrkmRbXQVGfPyUu%2BLkmWioWv67pF
广东卫视,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000001000028357/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000001000028357&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000001000028357&owchid=ystenlive&owsid=9366261598888433093&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhYYiZPaUqJNLUGBZIYI6%2BVyeFDtnJsfyQiZv6n7K2h3O47GY6oOP0Uddc06FP9Q5Ss
湖北卫视,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000001000010355/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000001000010355&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000001000010355&owchid=ystenlive&owsid=6996861598888499466&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhYlAwXrSekxRSUiVDsOzIWESGGGSncxtQwSWJsVMUP06As%2FvLm4pMgrz6ycH%2BHCmC4
东南卫视,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000002000009263/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000002000009263&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000002000009263&owchid=ystenlive&owsid=9426831598888544439&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhYPzX45DWKRSb9rnkxdXzJs0jtPNqA6pvkL7C08VgkJreLxT3fYNdOWma9ycaJek
北京卫视,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000001000017156/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000001000017156&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000001000017156&owchid=ystenlive&owsid=7544711598888606732&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhYz3nKFT54PuqyTclws7iN9xzgQ1sCvQaKcheMGE72hMjbMXgi5IL8qkxjYZToOAmB
黑龙江卫视,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000001000009082/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000001000009082&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000001000009082&owchid=ystenlive&owsid=6595361598888649031&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhYOQGwnhZEAp8tjBb7hNpg82pucyUh4oEJllNNM19tijFQ%2F4CnH%2F9ZOlGoAqR5j70S
贵州卫视,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000002000003169/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000002000003169&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000002000003169&owchid=ystenlive&owsid=7853861598894430347&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhYho4RhwcemRp5e6%2FuLvUY9qBDaStSKCyL5G4mma8ZT6Indi0vl9C5XjHliERJMFtt
吉林卫视,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000002000027730/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000002000027730&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000002000027730&owchid=ystenlive&owsid=4277961598894501617&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhY%2Fi%2FLfrBXC9CMLc%2F0IuGblpxXxDS6yvlMr0LasW3EGUUeCeAK8eR%2B8HKVeMmjwjMC
广西卫视,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000002000019837/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000002000019837&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000002000019837&owchid=ystenlive&owsid=9371251598894541551&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhYFi7%2BFvkDU9C%2B%2BPaRGCTxk0vtz20LlHe1N8aWEsGKdV85jKgwFObAy6w3XEm5KyaU
甘肃卫视,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000002000017827/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000002000017827&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000002000017827&owchid=ystenlive&owsid=1963781598894702048&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhY975CylWGlTBz9HEpUiUC3csAHQSFMy49dTkZA46A1WuvZLcPGaj9NlLkMgyUqVg%2F
陕西卫视,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000002000007495/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000002000007495&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000002000007495&owchid=ystenlive&owsid=3158161598894748310&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhYewVdQtUtLHYXPEOBzTb8bXb0KWxxGV4pIVvlMgxAe6zW9VizIa3KV9QRH8Jjxido
海南卫视,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/7899627377857656087/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=7899627377857656087&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=7899627377857656087&owchid=ystenlive&owsid=8783431598894796150&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOyBhz1uF4%2BnMTN8N4AXtqGC2twfmdVcaKFXJZGTpxBgvg9WzWnJWQ%2FY78tS2yu%2FfVGP%2BuP8z0dibRW3XVq%2FwCd
青海卫视,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000002000013359/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000002000013359&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000002000013359&owchid=ystenlive&owsid=1393431598894837699&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhYQyZNkYJFlbQ%2BPBNgcg445Ogz13Z8pHbVlyFGZGnbo16HLL9y5rJVg%2F7s5jbJtoiI
云南卫视,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000002000024694/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000002000024694&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000002000024694&owchid=ystenlive&owsid=8184171598894886243&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhYioG3eY5SEm2tDjgUOappvydjRS3EAL1GBJ2lnVpKoDRabA0pKUpzAZTdBoKnPZpy
山西卫视,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000002000021220/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000002000021220&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000002000021220&owchid=ystenlive&owsid=2145311598894979849&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhYeP4hPQr6Vl8pURYq9r3QV2ZFfsD78HbyuJSPe7IpEyY2jnDUPaZiDVy5sLmKPVsa
河南卫视,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/7304224304099543804/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=7304224304099543804&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=7304224304099543804&owchid=ystenlive&owsid=3923831598895025742&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahM3l76Y%2BoVPIt8Vh84CSyWMYjDVdX0inPHN98QbB2lB6%2FQAtIdR19IHtJzClKJT2ykjNTNC2pmTpWLcGb095iW6
内蒙古卫视,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000002000014080/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000002000014080&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000002000014080&owchid=ystenlive&owsid=4186701598895076684&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhYSY%2Fdr9NBzf4yH4tEVuyd2TNsJz3aCQMv%2FGBhAbNKnXOJZzPJytE60QlBr3f3WdGV
山东教育卫视,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/7341476808603780321/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=7341476808603780321&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=7341476808603780321&owchid=ystenlive&owsid=3317861598895124676&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOKokiKYajbF2HvOJAP4xUQ0euiMUY3JbTWaVuacccDHQ0CO5vn6c9wnAZmdw4PhJcFw5lEPRmlNFfFRXjEot1X
宁夏卫视,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000002000031451/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000002000031451&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000002000031451&owchid=ystenlive&owsid=8214661598895170311&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhYffjFJDBOMIgPJP8lazKNN10BVDAOHI7sB7Pa1s7f%2BUjuO%2F2TZLuwxAk55F29aE6N
新疆卫视,http://219.150.217.147/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000002000029441/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000002000029441&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000002000029441&owchid=ystenlive&owsid=1826041598895210347&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhYYl3AgME8FxdQWI12k%2FUsbv6L1lpF7SIJPcfYg%2FnsuUssLqstnIodYn3T%2B41kRQYN
